"sub","age","sex","yomt","somt","prof","style","trial_No","trial_idx","mel","resp","resp_rt","conf","conf_rt","cond","deviance","dev","acc"
30,55,"f","0","0",1,1,44,11,"3b",1,2.281685,4,0.792855,"atonal","dev",1,1
30,55,"f","0","0",1,1,45,39,"4b",1,2.136015,6,0.87103,"tonal","dev",1,1
30,55,"f","0","0",1,1,46,7,"2b",1,1.502905,5,0.72921,"atonal","dev",1,1
30,55,"f","0","0",1,1,47,16,"5a",2,1.339775,4,0.956905,"atonal","std",2,1
31,36,"f","0","0",1,1,0,44,"6a",1,1.532,5,2.266,"tonal","std",2,0
31,36,"f","0","0",1,1,1,30,"2b",2,1.55,5,4.015,"tonal","std",2,1
31,36,"f","0","0",1,1,2,45,"6a",2,1.966,6,2.019,"tonal","dev",1,0
31,36,"f","0","0",1,1,3,5,"2a",1,4.448,3,3.599,"atonal","dev",1,1
31,36,"f","0","0",1,1,4,13,"4a",2,5.749,4,2.086,"atonal","dev",1,0
31,36,"f","0","0",1,1,5,25,"1a",2,2.782,5,2.417,"tonal","dev",1,0
31,36,"f","0","0",1,1,6,12,"4a",1,2.151,5,2.099,"atonal","std",2,0
31,36,"f","0","0",1,1,7,37,"4a",2,1.667,6,2.799,"tonal","dev",1,0
31,36,"f","0","0",1,1,8,23,"6b",1,6.014,4,2.133,"atonal","dev",1,1
31,36,"f","0","0",1,1,9,0,"1a",2,3.333,3,1.916,"atonal","std",2,1
31,36,"f","0","0",1,1,10,7,"2b",2,5.647,4,1.585,"atonal","dev",1,0
31,36,"f","0","0",1,1,11,10,"3b",2,12.176,3,1.782,"atonal","std",2,1
31,36,"f","0","0",1,1,12,34,"3b",2,1.402,6,3.536,"tonal","std",2,1
31,36,"f","0","0",1,1,13,17,"5a",1,2.482,4,1.4,"atonal","dev",1,1
31,36,"f","0","0",1,1,14,15,"4b",2,9.662,2,2.018,"atonal","dev",1,0
31,36,"f","0","0",1,1,15,24,"1a",2,2.865,6,1.484,"tonal","std",2,1
31,36,"f","0","0",1,1,16,47,"6b",2,1.701,5,1.203,"tonal","dev",1,0
31,36,"f","0","0",1,1,17,4,"2a",1,4.116,3,1.019,"atonal","std",2,0
31,36,"f","0","0",1,1,18,36,"4a",2,2.299,5,1.319,"tonal","std",2,1
31,36,"f","0","0",1,1,19,16,"5a",1,2.164,3,1.268,"atonal","std",2,0
31,36,"f","0","0",1,1,20,40,"5a",2,4.613,5,1.438,"tonal","std",2,1
31,36,"f","0","0",1,1,21,43,"5b",1,1.152,5,2.834,"tonal","dev",1,1
31,36,"f","0","0",1,1,22,28,"2a",2,2.647,4,3.799,"tonal","std",2,1
31,36,"f","0","0",1,1,23,8,"3a",2,5.164,3,0.786,"atonal","std",2,1
31,36,"f","0","0",1,1,24,2,"1b",2,2.066,4,1.366,"atonal","std",2,1
31,36,"f","0","0",1,1,25,11,"3b",1,1.465,5,1.951,"atonal","dev",1,1
31,36,"f","0","0",1,1,26,22,"6b",2,2.616,3,1.966,"atonal","std",2,1
31,36,"f","0","0",1,1,27,35,"3b",2,2.115,5,1.416,"tonal","dev",1,0
31,36,"f","0","0",1,1,28,14,"4b",2,2.033,3,2.169,"atonal","std",2,1
31,36,"f","0","0",1,1,29,38,"4b",2,1.5,5,0.917,"tonal","std",2,1
31,36,"f","0","0",1,1,30,31,"2b",1,1.018,5,0.963,"tonal","dev",1,1
31,36,"f","0","0",1,1,31,41,"5a",1,3,3,0.768,"tonal","dev",1,1
31,36,"f","0","0",1,1,32,18,"5b",2,1.668,3,3.031,"atonal","std",2,1
31,36,"f","0","0",1,1,33,19,"5b",1,1.087,5,1.086,"atonal","dev",1,1
31,36,"f","0","0",1,1,34,32,"3a",2,4.682,4,1.283,"tonal","std",2,1
31,36,"f","0","0",1,1,35,9,"3a",1,1.848,4,1.167,"atonal","dev",1,1
31,36,"f","0","0",1,1,36,39,"4b",2,2.883,5,1.084,"tonal","dev",1,0
31,36,"f","0","0",1,1,37,46,"6b",2,1.9,6,3.231,"tonal","std",2,1
31,36,"f","0","0",1,1,38,6,"2b",2,3.284,2,1.385,"atonal","std",2,1
31,36,"f","0","0",1,1,39,1,"1a",1,2.899,3,1.218,"atonal","dev",1,1
31,36,"f","0","0",1,1,40,33,"3a",2,4.347,5,1.783,"tonal","dev",1,0
31,36,"f","0","0",1,1,41,27,"1b",1,0.634,6,1.402,"tonal","dev",1,1
31,36,"f","0","0",1,1,42,20,"6a",2,1.533,5,1.37,"atonal","std",2,1
31,36,"f","0","0",1,1,43,29,"2a",1,0.483,6,1.301,"tonal","dev",1,1
31,36,"f","0","0",1,1,44,21,"6a",2,2.584,3,0.637,"atonal","dev",1,0
31,36,"f","0","0",1,1,45,26,"1b",2,3.48,3,0.951,"tonal","std",2,1
31,36,"f","0","0",1,1,46,42,"5b",1,1.267,4,1.168,"tonal","std",2,0
31,36,"f","0","0",1,1,47,3,"1b",2,1.736,5,1.653,"atonal","dev",1,0
32,25,"f","2","10",1,1,0,23,"6b",1,4.003,3,4.521,"atonal","dev",1,1
32,25,"f","2","10",1,1,1,7,"2b",2,2.663,1,1.722,"atonal","dev",1,0
32,25,"f","2","10",1,1,2,9,"3a",2,1.686,3,1.561,"atonal","dev",1,0
32,25,"f","2","10",1,1,3,27,"1b",2,1.682,2,1.981,"tonal","dev",1,0
32,25,"f","2","10",1,1,4,22,"6b",2,2.48,2,1.543,"atonal","std",2,1
32,25,"f","2","10",1,1,5,0,"1a",2,2.921,2,2.923,"atonal","std",2,1
32,25,"f","2","10",1,1,6,28,"2a",2,2.13,2,1.201,"tonal","std",2,1
32,25,"f","2","10",1,1,7,31,"2b",1,1.281,5,1.342,"tonal","dev",1,1
32,25,"f","2","10",1,1,8,16,"5a",1,3.305,3,3.608,"atonal","std",2,0
32,25,"f","2","10",1,1,9,42,"5b",2,1.96,4,2.703,"tonal","std",2,1
32,25,"f","2","10",1,1,10,38,"4b",2,1.921,5,1.661,"tonal","std",2,1
32,25,"f","2","10",1,1,11,21,"6a",2,6.022,2,1.882,"atonal","dev",1,0
32,25,"f","2","10",1,1,12,24,"1a",2,1.722,3,2.425,"tonal","std",2,1
32,25,"f","2","10",1,1,13,26,"1b",2,1.827,2,0.94,"tonal","std",2,1
32,25,"f","2","10",1,1,14,11,"3b",2,2.381,1,0.48,"atonal","dev",1,0
32,25,"f","2","10",1,1,15,20,"6a",2,2.621,1,0.521,"atonal","std",2,1
32,25,"f","2","10",1,1,16,37,"4a",1,1.34,3,3.38,"tonal","dev",1,1
32,25,"f","2","10",1,1,17,15,"4b",1,7.861,4,3.722,"atonal","dev",1,1
32,25,"f","2","10",1,1,18,13,"4a",1,2.121,5,2.221,"atonal","dev",1,1
32,25,"f","2","10",1,1,19,30,"2b",2,2.13,5,2.262,"tonal","std",2,1
32,25,"f","2","10",1,1,20,40,"5a",2,1.699,5,2.488,"tonal","std",2,1
32,25,"f","2","10",1,1,21,14,"4b",2,1.708,3,0.78,"atonal","std",2,1
32,25,"f","2","10",1,1,22,3,"1b",2,1.499,1,0.403,"atonal","dev",1,0
32,25,"f","2","10",1,1,23,34,"3b",2,2.145,6,0.741,"tonal","std",2,1
32,25,"f","2","10",1,1,24,12,"4a",2,2.081,2,1.447,"atonal","std",2,1
32,25,"f","2","10",1,1,25,47,"6b",1,1.566,4,1.666,"tonal","dev",1,1
32,25,"f","2","10",1,1,26,32,"3a",2,1.789,6,0.8,"tonal","std",2,1
32,25,"f","2","10",1,1,27,6,"2b",2,4.86,1,0.652,"atonal","std",2,1
32,25,"f","2","10",1,1,28,44,"6a",2,3.06,2,0.802,"tonal","std",2,1
32,25,"f","2","10",1,1,29,25,"1a",2,3.247,2,1.689,"tonal","dev",1,0
32,25,"f","2","10",1,1,30,2,"1b",1,22.084,2,1.103,"atonal","std",2,0
32,25,"f","2","10",1,1,31,45,"6a",1,1.43,2,1.2,"tonal","dev",1,1
32,25,"f","2","10",1,1,32,5,"2a",1,1.081,1,1.327,"atonal","dev",1,1
32,25,"f","2","10",1,1,33,18,"5b",2,2.506,2,0.367,"atonal","std",2,1
32,25,"f","2","10",1,1,34,17,"5a",1,0.521,1,1.042,"atonal","dev",1,1
32,25,"f","2","10",1,1,35,43,"5b",1,2.041,5,1.306,"tonal","dev",1,1
32,25,"f","2","10",1,1,36,19,"5b",2,2.264,2,0.684,"atonal","dev",1,0
32,25,"f","2","10",1,1,37,39,"4b",1,1.149,3,0.905,"tonal","dev",1,1
32,25,"f","2","10",1,1,38,46,"6b",2,5.04,2,0.509,"tonal","std",2,1
32,25,"f","2","10",1,1,39,33,"3a",2,2.908,1,0.921,"tonal","dev",1,0
32,25,"f","2","10",1,1,40,29,"2a",1,1.131,6,0.802,"tonal","dev",1,1
32,25,"f","2","10",1,1,41,41,"5a",1,1.561,4,1.488,"tonal","dev",1,1
32,25,"f","2","10",1,1,42,35,"3b",2,1.602,4,1.46,"tonal","dev",1,0
32,25,"f","2","10",1,1,43,8,"3a",2,1.701,2,0.301,"atonal","std",2,1
32,25,"f","2","10",1,1,44,36,"4a",2,1.326,5,0.844,"tonal","std",2,1
32,25,"f","2","10",1,1,45,1,"1a",2,2.94,1,0.682,"atonal","dev",1,0
32,25,"f","2","10",1,1,46,4,"2a",2,2.781,2,0.58,"atonal","std",2,1
32,25,"f","2","10",1,1,47,10,"3b",2,1.264,2,0.821,"atonal","std",2,1
33,40,"m","0","0",1,1,0,34,"3b",2,5.676,3,8.432,"tonal","std",2,1
33,40,"m","0","0",1,1,1,44,"6a",2,8.65,1,0.936,"tonal","std",2,1
33,40,"m","0","0",1,1,2,33,"3a",1,5.256,4,3.712,"tonal","dev",1,1
33,40,"m","0","0",1,1,3,31,"2b",1,8.942,1,4.736,"tonal","dev",1,1
33,40,"m","0","0",1,1,4,0,"1a",1,4.964,2,1.232,"atonal","std",2,0
33,40,"m","0","0",1,1,5,41,"5a",2,1.831,4,1.575,"tonal","dev",1,0
33,40,"m","0","0",1,1,6,43,"5b",1,1.575,5,3.849,"tonal","dev",1,1
33,40,"m","0","0",1,1,7,4,"2a",2,4.201,1,0.915,"atonal","std",2,1
33,40,"m","0","0",1,1,8,12,"4a",1,1.794,3,2.801,"atonal","std",2,0
33,40,"m","0","0",1,1,9,24,"1a",2,1.455,3,2.569,"tonal","std",2,1
33,40,"m","0","0",1,1,10,1,"1a",2,4.229,1,0.765,"atonal","dev",1,0
33,40,"m","0","0",1,1,11,7,"2b",2,3.103,1,1.62,"atonal","dev",1,0
33,40,"m","0","0",1,1,12,14,"4b",2,2.166,1,0.398,"atonal","std",2,1
33,40,"m","0","0",1,1,13,26,"1b",2,4.715,1,0.569,"tonal","std",2,1
33,40,"m","0","0",1,1,14,20,"6a",2,2.796,1,0.576,"atonal","std",2,1
33,40,"m","0","0",1,1,15,42,"5b",1,2.309,3,1.747,"tonal","std",2,0
33,40,"m","0","0",1,1,16,23,"6b",2,4.349,1,0.858,"atonal","dev",1,0
33,40,"m","0","0",1,1,17,32,"3a",2,4.823,1,0.292,"tonal","std",2,1
33,40,"m","0","0",1,1,18,19,"5b",1,1.641,2,3.326,"atonal","dev",1,1
33,40,"m","0","0",1,1,19,2,"1b",2,1.885,1,0.303,"atonal","std",2,1
33,40,"m","0","0",1,1,20,6,"2b",2,5.098,1,0.617,"atonal","std",2,1
33,40,"m","0","0",1,1,21,36,"4a",1,1.638,2,1.174,"tonal","std",2,0
33,40,"m","0","0",1,1,22,38,"4b",1,0.959,5,4.39,"tonal","std",2,0
33,40,"m","0","0",1,1,23,16,"5a",2,1.856,3,7.075,"atonal","std",2,1
33,40,"m","0","0",1,1,24,22,"6b",2,2.384,2,1.1,"atonal","std",2,1
33,40,"m","0","0",1,1,25,45,"6a",2,2.58,2,0.93,"tonal","dev",1,0
33,40,"m","0","0",1,1,26,25,"1a",2,12.998,2,0.368,"tonal","dev",1,0
33,40,"m","0","0",1,1,27,30,"2b",2,3.065,2,3.19,"tonal","std",2,1
33,40,"m","0","0",1,1,28,5,"2a",2,3.171,1,0.325,"atonal","dev",1,0
33,40,"m","0","0",1,1,29,37,"4a",1,0.926,1,30.086,"tonal","dev",1,1
33,40,"m","0","0",1,1,30,21,"6a",1,1.787,3,2.674,"atonal","dev",1,1
33,40,"m","0","0",1,1,31,29,"2a",1,1.337,6,2.455,"tonal","dev",1,1
33,40,"m","0","0",1,1,32,13,"4a",1,1.171,5,2.165,"atonal","dev",1,1
33,40,"m","0","0",1,1,33,28,"2a",2,2.831,3,5.416,"tonal","std",2,1
33,40,"m","0","0",1,1,34,9,"3a",1,1.275,5,2.069,"atonal","dev",1,1
33,40,"m","0","0",1,1,35,17,"5a",1,2.401,2,0.898,"atonal","dev",1,1
33,40,"m","0","0",1,1,36,18,"5b",1,1.236,3,0.731,"atonal","std",2,0
33,40,"m","0","0",1,1,37,35,"3b",2,1.157,4,2.164,"tonal","dev",1,0
33,40,"m","0","0",1,1,38,39,"4b",1,1.085,4,2.154,"tonal","dev",1,1
33,40,"m","0","0",1,1,39,10,"3b",2,1.568,3,1.858,"atonal","std",2,1
33,40,"m","0","0",1,1,40,46,"6b",1,1.802,2,1.152,"tonal","std",2,0
33,40,"m","0","0",1,1,41,15,"4b",2,2.767,3,2.017,"atonal","dev",1,0
33,40,"m","0","0",1,1,42,3,"1b",2,1.55,3,1.117,"atonal","dev",1,0
33,40,"m","0","0",1,1,43,27,"1b",2,6.302,2,0.607,"tonal","dev",1,0
33,40,"m","0","0",1,1,44,8,"3a",2,1.58,3,2.151,"atonal","std",2,1
33,40,"m","0","0",1,1,45,47,"6b",2,3.798,1,0.33,"tonal","dev",1,0
33,40,"m","0","0",1,1,46,11,"3b",2,1.812,1,0.337,"atonal","dev",1,0
33,40,"m","0","0",1,1,47,40,"5a",2,2.567,1,0.583,"tonal","std",2,1
34,33,"f","0","0",1,1,0,29,"2a",1,1.995905,6,1.732,"tonal","dev",1,1
34,33,"f","0","0",1,1,1,39,"4b",1,4.804,5,4.47013,"tonal","dev",1,1
34,33,"f","0","0",1,1,2,42,"5b",1,9.449485,6,2.8462,"tonal","std",2,0
34,33,"f","0","0",1,1,3,36,"4a",2,3.466525,7,1.324375,"tonal","std",2,1
34,33,"f","0","0",1,1,4,1,"1a",1,2.166055,7,1.283035,"atonal","dev",1,1
34,33,"f","0","0",1,1,5,47,"6b",2,2.81971,7,1.297775,"tonal","dev",1,0
34,33,"f","0","0",1,1,6,22,"6b",2,2.16848,7,0.77571,"atonal","std",2,1
34,33,"f","0","0",1,1,7,24,"1a",1,2.48614,7,1.143465,"tonal","std",2,0
34,33,"f","0","0",1,1,8,34,"3b",1,2.166235,6,1.255,"tonal","std",2,0
34,33,"f","0","0",1,1,9,43,"5b",2,2.090775,7,0.638495,"tonal","dev",1,0
34,33,"f","0","0",1,1,10,40,"5a",2,2.517295,7,1.87648,"tonal","std",2,1
34,33,"f","0","0",1,1,11,31,"2b",2,2.79718,7,15.491005,"tonal","dev",1,0
34,33,"f","0","0",1,1,12,21,"6a",1,1.167165,7,1.433805,"atonal","dev",1,1
34,33,"f","0","0",1,1,13,15,"4b",1,1.549085,7,1.118395,"atonal","dev",1,1
34,33,"f","0","0",1,1,14,10,"3b",2,1.832435,7,0.63795,"atonal","std",2,1
34,33,"f","0","0",1,1,15,6,"2b",2,1.64931,7,0.884165,"atonal","std",2,1
34,33,"f","0","0",1,1,16,12,"4a",1,0.649445,7,1.085335,"atonal","std",2,0
34,33,"f","0","0",1,1,17,28,"2a",1,2.58673,5,1.90713,"tonal","std",2,0
34,33,"f","0","0",1,1,18,13,"4a",1,1.320035,7,0.48489,"atonal","dev",1,1
34,33,"f","0","0",1,1,19,30,"2b",2,23.709465,5,1.459945,"tonal","std",2,1
34,33,"f","0","0",1,1,20,17,"5a",1,6.28162,6,1.135505,"atonal","dev",1,1
34,33,"f","0","0",1,1,21,0,"1a",1,1.59825,7,1.0178,"atonal","std",2,0
34,33,"f","0","0",1,1,22,18,"5b",2,2.601205,7,0.6602,"atonal","std",2,1
34,33,"f","0","0",1,1,23,5,"2a",1,1.482175,7,0.720265,"atonal","dev",1,1
34,33,"f","0","0",1,1,24,41,"5a",2,1.634205,7,0.688645,"tonal","dev",1,0
34,33,"f","0","0",1,1,25,16,"5a",2,1.185845,7,0.910355,"atonal","std",2,1
34,33,"f","0","0",1,1,26,4,"2a",2,27.097635,6,1.753355,"atonal","std",2,1
34,33,"f","0","0",1,1,27,27,"1b",2,1.219415,7,0.684035,"tonal","dev",1,0
34,33,"f","0","0",1,1,28,9,"3a",1,1.10705,7,0.969905,"atonal","dev",1,1
34,33,"f","0","0",1,1,29,26,"1b",2,1.217415,7,0.85583,"tonal","std",2,1
34,33,"f","0","0",1,1,30,37,"4a",1,4.136475,5,1.92344,"tonal","dev",1,1
34,33,"f","0","0",1,1,31,38,"4b",2,1.50514,7,0.66785,"tonal","std",2,1
34,33,"f","0","0",1,1,32,3,"1b",2,9.26799,6,1.049275,"atonal","dev",1,0
34,33,"f","0","0",1,1,33,44,"6a",2,2.330535,7,1.71559,"tonal","std",2,1
34,33,"f","0","0",1,1,34,20,"6a",1,4.880915,7,0.85039,"atonal","std",2,0
34,33,"f","0","0",1,1,35,19,"5b",2,3.2511,6,0.560245,"atonal","dev",1,0
34,33,"f","0","0",1,1,36,35,"3b",2,2.927345,7,0.38453,"tonal","dev",1,0
34,33,"f","0","0",1,1,37,8,"3a",2,25.38954,6,1.050925,"atonal","std",2,1
34,33,"f","0","0",1,1,38,2,"1b",2,3.57686,7,0.45007,"atonal","std",2,1
34,33,"f","0","0",1,1,39,14,"4b",1,1.074375,7,0.639015,"atonal","std",2,0
34,33,"f","0","0",1,1,40,11,"3b",2,1.38393,6,0.96616,"atonal","dev",1,0
34,33,"f","0","0",1,1,41,25,"1a",1,1.79828,5,1.869155,"tonal","dev",1,1
34,33,"f","0","0",1,1,42,32,"3a",2,2.630835,7,0.96729,"tonal","std",2,1
34,33,"f","0","0",1,1,43,45,"6a",1,1.317535,7,0.65068,"tonal","dev",1,1
34,33,"f","0","0",1,1,44,33,"3a",2,1.31271,5,1.381815,"tonal","dev",1,0
34,33,"f","0","0",1,1,45,7,"2b",2,0.66135,7,0.717615,"atonal","dev",1,0
34,33,"f","0","0",1,1,46,46,"6b",1,1.576025,7,0.686575,"tonal","std",2,0
34,33,"f","0","0",1,1,47,23,"6b",2,2.263365,6,1.167315,"atonal","dev",1,0
35,42,"m","0","0",1,1,0,39,"4b",1,2.73484,2,2.190255,"tonal","dev",1,1
35,42,"m","0","0",1,1,1,9,"3a",1,1.101445,4,4.09895,"atonal","dev",1,1
35,42,"m","0","0",1,1,2,18,"5b",1,3.95122,2,1.316665,"atonal","std",2,0
35,42,"m","0","0",1,1,3,16,"5a",2,3.22821,4,1.74971,"atonal","std",2,1
35,42,"m","0","0",1,1,4,37,"4a",2,3.384035,5,3.25921,"tonal","dev",1,0
35,42,"m","0","0",1,1,5,19,"5b",1,2.593905,4,3.150435,"atonal","dev",1,1
35,42,"m","0","0",1,1,6,8,"3a",2,3.7079,4,1.20218,"atonal","std",2,1
35,42,"m","0","0",1,1,7,3,"1b",1,2.037555,6,2.642975,"atonal","dev",1,1
35,42,"m","0","0",1,1,8,2,"1b",2,2.218045,4,1.23563,"atonal","std",2,1
35,42,"m","0","0",1,1,9,12,"4a",2,1.786905,4,2.083745,"atonal","std",2,1
35,42,"m","0","0",1,1,10,4,"2a",1,2.02423,2,1.75626,"atonal","std",2,0
35,42,"m","0","0",1,1,11,21,"6a",1,1.403175,5,3.8769,"atonal","dev",1,1
35,42,"m","0","0",1,1,12,44,"6a",1,1.523755,3,2.125275,"tonal","std",2,0
35,42,"m","0","0",1,1,13,34,"3b",2,1.654395,6,2.15713,"tonal","std",2,1
35,42,"m","0","0",1,1,14,41,"5a",1,1.946835,5,3.61816,"tonal","dev",1,1
35,42,"m","0","0",1,1,15,40,"5a",2,3.500015,6,4.054655,"tonal","std",2,1
35,42,"m","0","0",1,1,16,13,"4a",1,1.21839,5,3.167205,"atonal","dev",1,1
35,42,"m","0","0",1,1,17,26,"1b",2,1.706765,5,1.826405,"tonal","std",2,1
35,42,"m","0","0",1,1,18,25,"1a",2,2.136415,4,2.61642,"tonal","dev",1,0
35,42,"m","0","0",1,1,19,14,"4b",2,3.41229,6,2.68468,"atonal","std",2,1
35,42,"m","0","0",1,1,20,0,"1a",2,1.59447,5,1.594665,"atonal","std",2,1
35,42,"m","0","0",1,1,21,31,"2b",2,1.54361,5,1.426275,"tonal","dev",1,0
35,42,"m","0","0",1,1,22,27,"1b",1,1.094525,2,1.446135,"tonal","dev",1,1
35,42,"m","0","0",1,1,23,43,"5b",2,1.59725,2,2.07025,"tonal","dev",1,0
35,42,"m","0","0",1,1,24,6,"2b",2,3.05049,5,2.10124,"atonal","std",2,1
35,42,"m","0","0",1,1,25,7,"2b",2,3.353565,2,1.561635,"atonal","dev",1,0
35,42,"m","0","0",1,1,26,22,"6b",2,2.211565,6,1.194295,"atonal","std",2,1
35,42,"m","0","0",1,1,27,30,"2b",2,1.7173,6,1.126535,"tonal","std",2,1
35,42,"m","0","0",1,1,28,32,"3a",2,2.090275,4,1.318825,"tonal","std",2,1
35,42,"m","0","0",1,1,29,42,"5b",2,1.60128,5,1.6886,"tonal","std",2,1
35,42,"m","0","0",1,1,30,24,"1a",1,1.679465,2,1.355025,"tonal","std",2,0
35,42,"m","0","0",1,1,31,45,"6a",1,1.85194,7,1.800955,"tonal","dev",1,1
35,42,"m","0","0",1,1,32,38,"4b",2,2.10999,6,1.549835,"tonal","std",2,1
35,42,"m","0","0",1,1,33,29,"2a",1,2.301835,7,1.378455,"tonal","dev",1,1
35,42,"m","0","0",1,1,34,1,"1a",2,1.79036,1,2.333255,"atonal","dev",1,0
35,42,"m","0","0",1,1,35,5,"2a",1,1.88294,6,1.3031,"atonal","dev",1,1
35,42,"m","0","0",1,1,36,11,"3b",1,1.020885,5,0.655135,"atonal","dev",1,1
35,42,"m","0","0",1,1,37,35,"3b",1,1.49664,5,0.6227,"tonal","dev",1,1
35,42,"m","0","0",1,1,38,28,"2a",2,1.43355,4,1.21692,"tonal","std",2,1
35,42,"m","0","0",1,1,39,20,"6a",2,2.367715,3,2.47522,"atonal","std",2,1
35,42,"m","0","0",1,1,40,46,"6b",2,3.11997,3,1.666855,"tonal","std",2,1
35,42,"m","0","0",1,1,41,23,"6b",2,2.32731,2,1.711295,"atonal","dev",1,0
35,42,"m","0","0",1,1,42,36,"4a",2,2.150815,6,1.416535,"tonal","std",2,1
35,42,"m","0","0",1,1,43,10,"3b",2,4.206645,4,1.829165,"atonal","std",2,1
35,42,"m","0","0",1,1,44,33,"3a",1,0.83553,4,1.78983,"tonal","dev",1,1
35,42,"m","0","0",1,1,45,17,"5a",1,2.639855,4,1.05387,"atonal","dev",1,1
35,42,"m","0","0",1,1,46,47,"6b",1,1.301395,7,1.00588,"tonal","dev",1,1
35,42,"m","0","0",1,1,47,15,"4b",2,1.67108,4,1.43574,"atonal","dev",1,0
36,21,"m","2","12",1,1,0,45,"6a",1,6.235,4,1.701,"tonal","dev",1,1
36,21,"m","2","12",1,1,1,5,"2a",1,1.492,4,1.039,"atonal","dev",1,1
36,21,"m","2","12",1,1,2,2,"1b",2,2.007,7,1.384,"atonal","std",2,1
36,21,"m","2","12",1,1,3,37,"4a",1,1.335,3,2.538,"tonal","dev",1,1
36,21,"m","2","12",1,1,4,7,"2b",2,1.433,3,1.173,"atonal","dev",1,0
36,21,"m","2","12",1,1,5,44,"6a",2,1.74,7,0.885,"tonal","std",2,1
36,21,"m","2","12",1,1,6,34,"3b",2,1.234,7,0.79,"tonal","std",2,1
36,21,"m","2","12",1,1,7,18,"5b",2,1.174,7,0.843,"atonal","std",2,1
36,21,"m","2","12",1,1,8,17,"5a",1,1.017,7,0.671,"atonal","dev",1,1
36,21,"m","2","12",1,1,9,41,"5a",1,0.503,7,1.119,"tonal","dev",1,1
36,21,"m","2","12",1,1,10,25,"1a",2,1.768,4,0.91,"tonal","dev",1,0
36,21,"m","2","12",1,1,11,20,"6a",2,1.56,4,0.818,"atonal","std",2,1
36,21,"m","2","12",1,1,12,19,"5b",1,1.024,6,1.04,"atonal","dev",1,1
36,21,"m","2","12",1,1,13,0,"1a",2,1.705,5,0.566,"atonal","std",2,1
36,21,"m","2","12",1,1,14,6,"2b",2,1.469,7,0.533,"atonal","std",2,1
36,21,"m","2","12",1,1,15,11,"3b",1,0.367,7,0.872,"atonal","dev",1,1
36,21,"m","2","12",1,1,16,9,"3a",1,0.486,7,1.044,"atonal","dev",1,1
36,21,"m","2","12",1,1,17,29,"2a",1,0.95,6,0.851,"tonal","dev",1,1
36,21,"m","2","12",1,1,18,32,"3a",2,1.055,7,0.591,"tonal","std",2,1
36,21,"m","2","12",1,1,19,15,"4b",2,1.223,4,0.456,"atonal","dev",1,0
36,21,"m","2","12",1,1,20,3,"1b",1,0.907,4,0.718,"atonal","dev",1,1
36,21,"m","2","12",1,1,21,21,"6a",1,1.302,4,0.826,"atonal","dev",1,1
36,21,"m","2","12",1,1,22,4,"2a",2,14.123,4,1.334,"atonal","std",2,1
36,21,"m","2","12",1,1,23,26,"1b",2,4.508,5,1.11,"tonal","std",2,1
36,21,"m","2","12",1,1,24,10,"3b",2,2.541,4,0.907,"atonal","std",2,1
36,21,"m","2","12",1,1,25,8,"3a",2,1.159,7,0.785,"atonal","std",2,1
36,21,"m","2","12",1,1,26,24,"1a",2,1.224,7,0.42,"tonal","std",2,1
36,21,"m","2","12",1,1,27,33,"3a",1,0.319,7,1.09,"tonal","dev",1,1
36,21,"m","2","12",1,1,28,36,"4a",2,1.701,7,1.155,"tonal","std",2,1
36,21,"m","2","12",1,1,29,14,"4b",2,1.543,7,0.971,"atonal","std",2,1
36,21,"m","2","12",1,1,30,1,"1a",1,0.5,6,1.904,"atonal","dev",1,1
36,21,"m","2","12",1,1,31,31,"2b",1,0.922,5,1.127,"tonal","dev",1,1
36,21,"m","2","12",1,1,32,42,"5b",2,1.673,7,0.683,"tonal","std",2,1
36,21,"m","2","12",1,1,33,30,"2b",2,1.172,7,1.202,"tonal","std",2,1
36,21,"m","2","12",1,1,34,12,"4a",2,1.369,7,0.673,"atonal","std",2,1
36,21,"m","2","12",1,1,35,23,"6b",1,0.532,7,0.888,"atonal","dev",1,1
36,21,"m","2","12",1,1,36,38,"4b",2,1.507,7,0.919,"tonal","std",2,1
36,21,"m","2","12",1,1,37,13,"4a",1,0.583,7,0.618,"atonal","dev",1,1
36,21,"m","2","12",1,1,38,43,"5b",2,0.803,7,0.685,"tonal","dev",1,0
36,21,"m","2","12",1,1,39,39,"4b",2,0.971,7,1.089,"tonal","dev",1,0
36,21,"m","2","12",1,1,40,46,"6b",1,0.867,7,0.758,"tonal","std",2,0
36,21,"m","2","12",1,1,41,40,"5a",2,1.117,7,0.794,"tonal","std",2,1
36,21,"m","2","12",1,1,42,16,"5a",2,1.119,7,0.802,"atonal","std",2,1
36,21,"m","2","12",1,1,43,27,"1b",1,0.468,7,0.739,"tonal","dev",1,1
36,21,"m","2","12",1,1,44,47,"6b",1,1.572,7,0.624,"tonal","dev",1,1
36,21,"m","2","12",1,1,45,28,"2a",2,1.152,7,1.89,"tonal","std",2,1
36,21,"m","2","12",1,1,46,22,"6b",1,1.118,7,0.87,"atonal","std",2,0
36,21,"m","2","12",1,1,47,35,"3b",1,0.969,7,0.816,"tonal","dev",1,1
37,36,"m","0","0",1,1,0,5,"2a",1,2.335475,4,2.00498,"atonal","dev",1,1
37,36,"m","0","0",1,1,1,8,"3a",2,7.687725,3,4.18356,"atonal","std",2,1
37,36,"m","0","0",1,1,2,40,"5a",2,2.35118,6,1.98354,"tonal","std",2,1
