key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,I have read the information in the email carefully (yes/no)*,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
,,,,,,,,1,1,3.07701,3,1.28076,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,5,5,1,1,mels/atonal_1a_dev.wav
,,,,,,,,1,1,1.4722,3,1.128035,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,6,6,20,1,mels/atonal_6a_std.wav
,,,,,,,,2,0,2.79854,1,2.18782,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,7,7,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,3.264795,1,1.132635,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,8,8,46,1,mels/tonal_6b_std.wav
,,,,,,,,2,0,4.849285,1,0.69503,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,9,9,39,1,mels/tonal_4b_dev.wav
,,,,,,,,1,1,3.11252,1,1.08399,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,10,10,36,1,mels/tonal_4a_std.wav
,,,,,,,,1,1,1.06544,2,1.06361,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,11,11,17,1,mels/atonal_5a_dev.wav
,,,,,,,,2,0,3.175635,1,1.056265,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,12,12,42,1,mels/tonal_5b_std.wav
,,,,,,,,1,1,1.785175,1,1.271615,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,13,13,19,1,mels/atonal_5b_dev.wav
,,,,,,,,2,0,2.84381,1,0.542415,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,14,14,23,1,mels/atonal_6b_dev.wav
,,,,,,,,1,1,1.035775,2,1.091295,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,15,15,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,5.333975,1,1.34128,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,16,16,37,1,mels/tonal_4a_dev.wav
,,,,,,,,1,1,2.486505,1,0.959795,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,17,17,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,4.1677,1,0.944895,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,18,18,44,1,mels/tonal_6a_std.wav
,,,,,,,,1,1,2.528695,1,0.988545,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,19,19,24,1,mels/tonal_1a_std.wav
,,,,,,,,2,0,2.75111,1,2.79401,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,20,20,12,1,mels/atonal_4a_std.wav
,,,,,,,,2,0,1.80587,1,0.57719,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,21,21,33,1,mels/tonal_3a_dev.wav
,,,,,,,,2,0,1.125765,1,0.4587,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,22,22,34,1,mels/tonal_3b_std.wav
,,,,,,,,2,0,0.695495,1,0.60423,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,23,23,47,1,mels/tonal_6b_dev.wav
,,,,,,,,1,1,3.13232,2,1.80614,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,24,24,3,1,mels/atonal_1b_dev.wav
,,,,,,,,1,1,2.54918,1,2.334325,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,25,25,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,2.397645,1,0.876105,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,26,26,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,1.34818,1,0.83321,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,27,27,7,1,mels/atonal_2b_dev.wav
,,,,,,,,2,0,1.18038,1,0.66702,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,28,28,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,1.47253,1,0.89663,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,29,29,40,1,mels/tonal_5a_std.wav
,,,,,,,,1,1,0.527655,1,1.67355,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,30,30,45,1,mels/tonal_6a_dev.wav
,,,,,,,,1,1,1.298885,5,2.798925,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,31,31,27,1,mels/tonal_1b_dev.wav
,,,,,,,,1,1,3.20975,3,3.09924,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,32,32,35,1,mels/tonal_3b_dev.wav
,,,,,,,,1,1,1.28485,3,3.169285,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,33,33,43,1,mels/tonal_5b_dev.wav
,,,,,,,,2,0,1.391355,1,0.847515,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,34,34,21,1,mels/atonal_6a_dev.wav
,,,,,,,,2,0,1.826505,1,1.61102,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,35,35,9,1,mels/atonal_3a_dev.wav
,,,,,,,,2,0,0.4591,1,0.60665,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,36,36,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,1.74402,1,0.937755,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,37,37,8,1,mels/atonal_3a_std.wav
,,,,,,,,2,0,1.013585,1,0.67414,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,38,38,5,1,mels/atonal_2a_dev.wav
,,,,,,,,2,0,0.576365,1,0.1532,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,39,39,14,1,mels/atonal_4b_std.wav
,,,,,,,,1,1,0.917975,3,2.134895,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,40,40,31,1,mels/tonal_2b_dev.wav
,,,,,,,,2,0,1.33354,1,0.855815,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,41,41,6,1,mels/atonal_2b_std.wav
,,,,,,,,2,0,0.890405,1,0.41046,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,42,42,38,1,mels/tonal_4b_std.wav
,,,,,,,,2,0,0.93068,1,0.301035,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,43,43,28,1,mels/tonal_2a_std.wav
,,,,,,,,1,1,1.13167,3,2.493175,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,44,44,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,2.792555,1,1.139665,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,45,45,11,1,mels/atonal_3b_dev.wav
,,,,,,,,2,0,1.3622,1,0.426435,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,46,46,15,1,mels/atonal_4b_dev.wav
,,,,,,,,2,0,2.38534,1,0.731135,,,,,,,,yes,58,m,24,0,never,2021-01-06_11h21.01.972,exp_mumufe_builder,2020.2.3,Win32,60,,,0,47,47,13,1,mels/atonal_4a_dev.wav
